ID,GD1,GD2,GD3,GD4,GR1,GR2,GR3,GR4
R_1ifZAryPMyWM88h,"Liberal ","Poor ","Young ","Soft","Older","I am a member of the American population","I am not old","I am a second-generation Mexican-American"
R_0IXObqrwZ2nLbq5,"Businesses that treat their employees fairly","People who believe in the sanctity of human life","People who believe the government should do more to help people than to harm them","People who believe in the United States Constitution","Ignorant ","Racist ","Religious Zealot ","Misinformed"
R_3mm0xhRKXi0A5NL,"Socially liberal ","Mainstream ","Fiscally moderate ","Pro-business","Religious ","Social Conservative ","Pro-Business ","Conservative"
R_26gT97OJfxEvVnW,"Liberals","Democrats","Poor","Non-White","White ","Christian ","Male ","Rich"
R_1hQBBrZfqg9Pqbb,"open-minded   ","idealistic   ","tolerant   ","good-natured","Religious","Patriotic","Conservative","Anti-Gay"
R_UAR2ZvFR6trIYMh,"Smart","Compassionate","Open-minded","Peaceful","I work hard and play by the rules","I'm a Christian.","I'm a gun owner.","I'm a family man."
R_3KVEzu5MLBvQkfe,"Poor people","People who like free stuff","People who are not religious","People who are not patriotic","Old","Conservative","r  e p u b l i c a n","R  e p u b l i c a n"
R_2OJYCG6BzqprWr4,"Open-minded","Compassionate","Liberal","Youthful","Racist ","Religious ","White ","Conservative"
R_1jMIL1MpxuchykX,"Liberal","Independent  upon further reflection","Poor","Female","Rich ","White ","Old ","Male"
R_7ZJHrJcoQar95SB,"Humanistic","Charitable","Anti-bigotry","Pro-environment","Not very intelligent","Uninformed","Racist","Homophobic"
R_cO9CWeqw4JznPAp,"Liberal","Young","Educated","Elitist","Anti-government","Traditional family values and by this I mean heterosexual monogamous marriage","Against abortion","Fiscal conservative"
R_6kVywf3cgz14rqJ,"More educated","Slightly more liberal","Not religious","Support abortion rights","White","Male","Over ","Christian"
R_7OmqZMur4R7ThQ1,"Liberal","open-minded"," intellectual","caring","Conservative","White","Racist","Disgust"
R_2miKrH023Mm8qK9,"Open-minded","Calm","Intelligent","Compassionate","Short-sighted","Greedy","Ignorant","Foolish"
R_XjQPpEkASotizVT,"Intellectual - Leftists are better educated than the average American","Pro-diversity - Leftists are more racially diverse","Pro-non-violence - Leftists oppose violent revolution","Pro-feminist - Leftists are more supportive of gender equality","Racist","Anti-immigration","Religious","Conservative"
R_1f6ImFukN6clU05,"Liberal","Upper-class","Male","Young","Stupid ","Rednecks ","Racist ","Rich"
R_bNOWtnFdyALUVk9,"Liberal","Intellectual","Accepting of others","Tolerant","Religious","Conservative","Racist","Old"
R_ehrhzGDNPYWWmPP,"People who are concerned about the future and place a high value on the future","People who are concerned about the present and place a high value on the present","People who are concerned about the past and place a high value on the past","People who are concerned about the present and place a high value on the future","Men who lack a sense of humor","White people who aren't liberal","Religious fundamentalists","People who think that they are better than everyone else"
R_RmcW4L89G9WphdL,"Liberal","Socially conscious","Educated","Ethnic","Miserable ","Ignorant ","Bigoted ","Racist"
R_1LhXXJ0daal0yDR,"Young  ","Liberal / Progressive  ","Uninformed / Stupid ","Immature","Religious","Conservative","White","Male"
R_0DqDUqjwRwjzMyx,"Liberal","Progressive","Intellectual","Independent","Religious ","Conservative ","Whites ","Older"
R_2V2NuJ3UrMUGjiP,"Progressive","Liberal","Intellectual","Young","Uneducated","Ignorant","Racist","Homophobic"
R_2sQGx1QiNOLFClT,"Liberal ","Intelligent ","Young ","Female","Conservative","Racist","Anti-Gay","Misogynist"
R_8kLw4Gk1Wgherqt,"Liberal","Young","Educated","High income","White men","Over-privileged","White","Racist"
R_2vcgA3j7RVLZADO,"Progressive","Liberal","Social","Feminist","Catholics","Conservative","Male","Middle-aged"
R_2V2BhDeRIC1sxqj,"Liberals","Feminists","Young to middle aged","Upper-class","Religious ","Conservative ","Younger ","Conservative"
R_2bPGPZbzUegH2js,"Liberal","Young","Female","Wealthy","Greed","Arrogance","Ignorance","Ignorance"
R_6lfKhDdKlC6RZhH,"Open-minded ","Liberal ","Intellectual ","Charitable","Religious","Conservative","Men","Young"
R_2RWCv7LazOHKORY,"Intelligent","Liberal","Educated","Young","patriotic","upper-class","religious","hard-working"
R_3PRAZ7QP43PfRyJ,"Smart  ","Intelligent  ","Charitable  ","Progressive","White","Christian","Straight","Male"
R_BPLYBrJqG85xAkx,"Not wealthy ","Not religious ","Not military","","conservative ","patriotic ","middle-class and ","white"
R_bec3NlBD0dog2mV,"Pro-choice ","Anti-war ","Pro-gay rights ","Pro-universal health care","God-fearing","Patriotic","Conservative","Traditional"
R_86uGLfqROYDdyyF,"People who will vote Democrat","Liberal people","People who follow the party line","Democrats","Male ","Conservative ","Wealthy ","Conservative"
R_3DjXD3BB7dRtJ4M,"People who are not easily offended","People who care about people","People who are willing to work to ease the suffering of their fellow man","People who are willing to work to end the suffering of their fellow man","Angry","Religious","White","Old"
R_Y9ztidDQ2Db7QXv,"Compassionate ","Welcoming ","Community-oriented ","Tolerant","Strong Christian","Conservative","Wealthy","Blue collar"
R_VRadnZWtW04bwVr,"Poor ","Uneducated ","Young ","Female","Racist ","Stupid ","Rich ","Religious"
R_3HhsZkLbfAKiN83,"Politically correct: The Democratic Party is the political party most associated with political correctness.","Liberal: The political ideology which identifies the central goal of government as the protection of individual rights. The Democratic Party is the party which is ideologically liberal.","Politically active: I think that politicians should be judged on the basis of their political activity. Politicians should be judged on the basis of their political activity because politicians are supposed to be working on behalf of the people.","","Racist","Homophobic","Greedy","Stupid"
R_cAWLkuXDUFt3a4Z,"male","financially stable","liberal","educated","Straight White Male","Christian","Middle-Class","Conservative"
R_ZCbQGywwMA4Mn2V,"Uninformed","Evaluative of the world","Critical of others","Concerned about themselves","Christian","White","Conservative","Conservative"
R_1FfHJTjhqv05Y10,"Liberal / Progressive","Kind","Intelligent","Empathetic to others","Strong","Independent","Patriotic","Conservative"
R_2zeC5aY8crLZxKN,"well-educated","young","liberal","wealthy","Conservative","Republican","Independent","Christian"
R_12gxPve0HVOuaic,"People who think the government can solve problems","People who like big government","People who like to give money to poor people","People who don't want to go to war","Intelligent ","Successful ","Conservative ","Religious"
R_cDarARSbAAQrCD3,"Anti-war","Pro-choice","Pro-gay marriage","Pro-environment","Religious ","Conservative ","Homophobic ","Racist"
R_1nNoymax8UszDkY,"Liberal","Young","Middle Class","Female","Religious","White","Conservative","Racist"
R_6hDRzk6LxWyMDQx,"Liberal ","Compassionate ","Peaceful ","Tolerant","religious ","conservative ","white ","heterosexual"
R_bKqwFtS9CblpoZD,"People who want social justice ","People who want equality ","People who want peace ","People who are old","Conservative ","Christian ","Middle-class ","White"
R_5pUngzpI1rdAp6d,"Liberal/Progressive","Young/Middle-aged/Older","Educated","Female","Conservative","Male","Christian","Upper-middle-class"
R_3eLQfpnADkCbdVH,"Liberal","Progressive","Voter","Man","Conservative","Traditional","Conservative","Conservative"
R_sgRi2RmmECpeWcx,"The poor","The needy","The dependent","The underserved","Conservative","Middle class","Christian","Independent"
R_3HMugACOPMdA4pc,"Pro-choice","Pro-gay marriage","Pro-pot","Pro-legalization of prostitution","Religious","White","Racist","Wealthy"
R_1IcpomP2Wemygv1,"Liberal","Communist","Socialists","Liberals","Racially prejudiced","Religious bigots","Homophobic","Sexist"
R_cTiC5GSOY2aYmDH,"Pro-life","Anti-war","Pro-gay","Pro-education","White","Male","Older","Conservative"
R_24P2isOPbZo6WeZ,"Liberal","Female","","Rich","White","Male","Straight","Old"
R_1ilNc0NLRhmH4Uw,"Liberal","Intelligent","Caring","Professional","Religious ","Rich ","Conservative ","Young"
R_080EZUbpj196Q49,"Liberals","The government","Uneducated","Poor","Intelligent people who think for themselves ","Self-sufficient people who believe in freedom ","People who hate excuses ","People who are tired of the Democrats"
R_BWz27J2DSNPHOV3,"Liberal","Intellectual","Idealist","Compassion","Strict Father","Christian","Conservative","Republican"
R_6X4KjcH2Lqbsx2B,"Liberals/Progressives","Anti-Corporate","Social Justice","Non-Christian","Religious","Conservative","White","Male"
R_2CHSjMRLQjB3vo2,"Liberal","Socially conscious","Open-minded","Intelligent","Religious","Old","White","Rich"
R_2fVwEhQhApmjeJL,"","","","","Intelligent ","Traditional ","Conservative ","Selfish"
R_eYbd175ypIaHr8h,"They are poor white people and minorities","They are single mothers","They are uneducated","They are lazy","Anti-gay ","Religious ","Pro-gun ","Racist"
R_u9OBFPoPZ0YLXGN,"Smarter than your average American because smart people typically are Democrats","Pro-choice because most Americans are pro-life","Socially liberal because most Americans are socially conservative","Female because most American politicians are male","ignorant","white","male","rich"
R_a9vpjTFJWU1h6YF,"Open-minded","Liberal","Intelligent","Democratic","Conservative","Respect for authority","Religious or spiritual values","Nationalistic"
R_eaoQ8AC61GYZYYB,"Pro-government","Supportive of social equality and security","Anti-gun and","Pro-reproductive rights","Christian","Conservative","White","Male"
R_54KGglH5nqe5Vbb,"Law-abiding","People who respect the rule of law and are willing to work hard","People who respect law","People who are not racists or bigots","Conservative","White","Male","Christian"
R_3lDEDEdnErDHzg6,"Liberal","Progressive","Democratic","Moderate","old white men","closed-minded","racist","sexist"
R_21yTPsAyjMpPJvM,"Uninformed","Entitled","Selfish","","Strict father","Morals","Purpose","Family"
R_qWz67sloKx0d3yh,"Liberal","Left-wing","Socialist","Progressive","Fans of the Republican Party are very patriotic","Those who have most benefited from the status quo are the primary supporters of the Republican Party","People who identify with the Republican Party are mostly Caucasian","The vast majority of Republican Party supporters are wealthy"
R_1gBhTJ0ctEv72bh,"Entitled  because they think they are entitled to others money","Greedy  because they want to tax other people to get more stuff for themselves","Lazy  because it is easier to vote for a handout than to work for a living","Uninformed  because their illogical beliefs defy the laws of nature","Greedy","Stupid","Racist","Homophobic"
R_6J7UDP9gyVv66y1,"People who want to take away my gun rights","People who want free stuff","People who want to get rid of God","People who want to give away everything to Mexico","Rich","White","Male","Older than me"
R_25F5wZymATLBW2s,"People who care about the poor","People who care about the environment","People who support gay rights","People who support abortion rights","White","Male","Christian","Rich"
R_b1otYsHutOy1dSl,"Liberal","Youthful","Uneducated","Poor","Religious","Conservative","White","Conservative"
R_5yWCWyCt9Da5Ke1,"Liberal","Intelligent","Feminist","Left-wing","Not intelligent ","Ignorant ","Racist ","Rich"
R_u3S1ovTn6UHusJX,"Liberal","Young","Female","Poor","Rich ","Old ","Male ","Conservative"
R_31EtmJhPJerOLXg,"Liberal","Democrat","Liberal","Democrat","Racist","Selfish","Patriarchal","Hateful"
R_2ahN2IRhonkxLQf,"Liberals","Intellectuals","People who are not religious","People who live in large cities","Religious","Rich","White","Old"
R_1cSrMr8jegnydJ7,"Women","Young People","Liberals","Non-religious","Atheist","Homosexual","Republican","Christian"
R_2THTFG7pmldZapM,"Leftist","Pro-equality","Pro-social justice","Pro-minorities","Xenophobic","Racist","Homophobic","Sexist"
R_bjXvOzRFRXHHiX7,"Moralistic","Open-minded","Liberal","Intelligent","Ignorant","Evil","Bigoted","Homophobic"
R_bQ9ZYYSENvzdVL7,"Liberal","Young","Female","Poor","Christian","Middle Class","Patriotic","Conservative"
R_2EtuQ2kL5pakZrW,"Liberal","People who want free stuff","Uneducated","Racists","Cold-hearted","Conservative","Racist","Young"
R_2uc34e1kunFU9Zr,"Liberal too liberal for me","Pro-choice I am pro-choice","Democrat","Spendthrift my husband and I save more than we spend","Religious ","White ","Christian ","Conservative"
R_2pJraVpPPtXwb3O,"Female","Liberal","Young","Poor","White","Christian","Conservative","Old"
R_1GwaZ5MY0nPfi06,"Liberal/Left","Educated","Young","Poor","intolerant","racist","homophobe","religious fanatic"
R_3pf12cn375O080t,"Fair","Liberal","Environmentally friendly","People who care about others","Militaristic","Religious","Anti-gay","Rich"
R_T1L0VFH0nU2eVoJ,"Minorities","The poor","The working class","Everyone else","Religious - I've seen surveys that calculate that Republicans are more religious than Democrats. I think this is true. It seems that most Republicans believe in God or some sort of higher power. They believe the Bible is the word of God. They go to church. They pray. They even believe that the Earth is 6,000 years old .","Racist - A lot of Republicans are racist. I think the Republican Party is not as racist as it used to be. I think the Republican Party has made some strides in this area. However, I think the Republican Party still has a long way to go.","Old",""
R_cvVC4haZ471LqIJ,"Fairness","Equality","Diversity","Community","Deplorable ","Racist ","Homophobic ","Islamaphobic"
R_6oraPyJRYaNHKnf,"People who care about others","People who want to help","People who support the middle class","People who are not racist","Rich ","Male ","Old ","White"
R_cOTJyuKyaNLgPE5,"Moderate/Centrist","Liberal","Progressive","Young","Hateful","Ignorant","Conservative","Racist"
R_3OAcCUMLfEwZFm1,"Anti-American ","Committed to a socialist agenda ","Pro-illegal immigration ","Pro-abortion","Rich","White","Older","Male"
R_2QmwANq8G3IssuU,"Liberal","Intelligent","Open-minded","Tolerant","Intelligent","Self-sufficient","Successful","Responsible"
R_33DbVlR8jtD6ls9,"Liberal ","Liberal ","Liberal ","Liberal","Religious","Rich","Conservative","White"
R_6M4toVUB88WrYlD,"Liberals ","Democrats ","People ","Democrats","Pro-business","Religious","Patriotic","Conservative"
R_UDXfKw7HgWBpW6J,"socially liberal","financially liberal","educated","young","Conservative","Middle-Class","Anti-Socialist","Pro-Free Enterprise"
R_3FOIbd8mJ5OK8o7,"People who hold the government responsible for everything","People who want to be taken care of by the government","People who want to be victims","People who want to control other people's lives","Rich","White","Suburban","Old"
R_egrYDelWxwIq6hf,"Liberal","Racist","Dumb","Rich","Conservative","Religious","White","Male"
R_27NIXtx4UPwJ2PF,"Sophisticated and Educated","Caring and Compassionate","Smart and Intelligent","Empathetic and Sensitive","Freedom","Individualism","God","Country"
R_6J4yQpEAV6CjMmp,"Liberal ","Pro-choice ","Female ","Young","White","Christian","Old","Racist"
